image,method,clip_limit,tile_size,psnr,ssim
14.png,CLAHE,3.0,4x4,7.0933,0.3878
14.png,CLAHE,3.0,8x8,6.6675,0.3495
14.png,CLAHE,3.0,16x16,6.4338,0.3258
14.png,CLAHE,4.0,4x4,7.6015,0.4135
14.png,CLAHE,4.0,8x8,7.0279,0.3704
14.png,CLAHE,4.0,16x16,6.7114,0.3425
140.png,GHE,,,14.9332,0.2583
140.png,CLAHE,1.0,4x4,5.32,0.1389
140.png,CLAHE,1.0,8x8,5.2731,0.1321
140.png,CLAHE,1.0,16x16,5.233,0.1251
140.png,CLAHE,2.0,4x4,5.5731,0.1795
140.png,CLAHE,2.0,8x8,5.5198,0.1716
140.png,CLAHE,2.0,16x16,5.4781,0.1653
140.png,CLAHE,3.0,4x4,5.7965,0.2112
140.png,CLAHE,3.0,8x8,5.7191,0.2017
140.png,CLAHE,3.0,16x16,5.6736,0.1954
140.png,CLAHE,4.0,4x4,6.013,0.2392
140.png,CLAHE,4.0,8x8,5.9076,0.2271
140.png,CLAHE,4.0,16x16,5.8573,0.2199
141.png,GHE,,,8.486,0.0269
141.png,CLAHE,1.0,4x4,9.591,0.1661
141.png,CLAHE,1.0,8x8,9.5749,0.1637
141.png,CLAHE,1.0,16x16,9.5082,0.1541
141.png,CLAHE,2.0,4x4,9.9323,0.219
141.png,CLAHE,2.0,8x8,9.9117,0.2159
141.png,CLAHE,2.0,16x16,9.8796,0.2125
141.png,CLAHE,3.0,4x4,10.2279,0.2599
141.png,CLAHE,3.0,8x8,10.1907,0.2554
141.png,CLAHE,3.0,16x16,10.1698,0.2495
141.png,CLAHE,4.0,4x4,10.4955,0.2945
141.png,CLAHE,4.0,8x8,10.4558,0.2884
141.png,CLAHE,4.0,16x16,10.4243,0.2812
142.png,GHE,,,10.995,0.0385
142.png,CLAHE,1.0,4x4,5.6374,0.1012
142.png,CLAHE,1.0,8x8,5.6311,0.1005
142.png,CLAHE,1.0,16x16,5.6011,0.0969
142.png,CLAHE,2.0,4x4,5.8496,0.1354
142.png,CLAHE,2.0,8x8,5.8362,0.1333
142.png,CLAHE,2.0,16x16,5.8223,0.1317
142.png,CLAHE,3.0,4x4,6.0418,0.1654
142.png,CLAHE,3.0,8x8,6.0173,0.1619
142.png,CLAHE,3.0,16x16,6.0054,0.1594
142.png,CLAHE,4.0,4x4,6.1985,0.1876
142.png,CLAHE,4.0,8x8,6.1736,0.1834
142.png,CLAHE,4.0,16x16,6.1589,0.1807
143.png,GHE,,,14.8122,0.261
143.png,CLAHE,1.0,4x4,6.6782,0.1597
143.png,CLAHE,1.0,8x8,6.6086,0.1501
143.png,CLAHE,1.0,16x16,6.5575,0.1432
143.png,CLAHE,2.0,4x4,7.0167,0.2116
143.png,CLAHE,2.0,8x8,6.9002,0.1967
143.png,CLAHE,2.0,16x16,6.8498,0.1899
143.png,CLAHE,3.0,4x4,7.3181,0.255
143.png,CLAHE,3.0,8x8,7.1316,0.2338
143.png,CLAHE,3.0,16x16,7.0794,0.228
143.png,CLAHE,4.0,4x4,7.6098,0.2869
143.png,CLAHE,4.0,8x8,7.3604,0.2624
143.png,CLAHE,4.0,16x16,7.2928,0.2562
144.png,GHE,,,14.5726,0.2546
144.png,CLAHE,1.0,4x4,6.6551,0.1705
144.png,CLAHE,1.0,8x8,6.5832,0.1604
144.png,CLAHE,1.0,16x16,6.5321,0.1536
144.png,CLAHE,2.0,4x4,6.9805,0.2184
144.png,CLAHE,2.0,8x8,6.8666,0.2044
144.png,CLAHE,2.0,16x16,6.8177,0.1981
144.png,CLAHE,3.0,4x4,7.2917,0.2609
144.png,CLAHE,3.0,8x8,7.0969,0.2393
144.png,CLAHE,3.0,16x16,7.0429,0.2333
144.png,CLAHE,4.0,4x4,7.6104,0.2954
144.png,CLAHE,4.0,8x8,7.333,0.2688
144.png,CLAHE,4.0,16x16,7.2625,0.2621
145.png,GHE,,,16.0731,0.4957
145.png,CLAHE,1.0,4x4,9.2855,0.4623
145.png,CLAHE,1.0,8x8,8.8802,0.4306
145.png,CLAHE,1.0,16x16,8.7491,0.4153
145.png,CLAHE,2.0,4x4,10.5071,0.5599
145.png,CLAHE,2.0,8x8,9.7034,0.5192
145.png,CLAHE,2.0,16x16,9.3863,0.4943
145.png,CLAHE,3.0,4x4,11.569,0.6046
145.png,CLAHE,3.0,8x8,10.4096,0.5638
145.png,CLAHE,3.0,16x16,9.9649,0.5394
145.png,CLAHE,4.0,4x4,12.4385,0.6134
145.png,CLAHE,4.0,8x8,11.1098,0.5833
145.png,CLAHE,4.0,16x16,10.4031,0.5556
147.png,GHE,,,16.3191,0.4983
147.png,CLAHE,1.0,4x4,5.9207,0.1784
147.png,CLAHE,1.0,8x8,5.8818,0.1752
147.png,CLAHE,1.0,16x16,5.7492,0.163
147.png,CLAHE,2.0,4x4,6.5063,0.2421
147.png,CLAHE,2.0,8x8,6.4112,0.2348
147.png,CLAHE,2.0,16x16,6.0954,0.2104
147.png,CLAHE,3.0,4x4,7.0578,0.2975
147.png,CLAHE,3.0,8x8,6.8845,0.285
147.png,CLAHE,3.0,16x16,6.4393,0.2558
147.png,CLAHE,4.0,4x4,7.5873,0.3413
147.png,CLAHE,4.0,8x8,7.3765,0.3263
147.png,CLAHE,4.0,16x16,6.7903,0.2941
149.png,GHE,,,17.1087,0.2963
149.png,CLAHE,1.0,4x4,5.7878,0.0986
149.png,CLAHE,1.0,8x8,5.7781,0.0978
149.png,CLAHE,1.0,16x16,5.7187,0.0927
149.png,CLAHE,2.0,4x4,6.0346,0.1339
149.png,CLAHE,2.0,8x8,6.0312,0.1337
149.png,CLAHE,2.0,16x16,5.9607,0.1279
149.png,CLAHE,3.0,4x4,6.2651,0.171
149.png,CLAHE,3.0,8x8,6.246,0.1702
149.png,CLAHE,3.0,16x16,6.1579,0.1636
149.png,CLAHE,4.0,4x4,6.4936,0.1973
149.png,CLAHE,4.0,8x8,6.4667,0.1958
149.png,CLAHE,4.0,16x16,6.3361,0.1869
15.png,GHE,,,13.424,0.2404
15.png,CLAHE,1.0,4x4,3.8983,0.1125
15.png,CLAHE,1.0,8x8,3.8572,0.1061
15.png,CLAHE,1.0,16x16,3.8026,0.0974
15.png,CLAHE,2.0,4x4,4.1536,0.1513
15.png,CLAHE,2.0,8x8,4.0936,0.1418
15.png,CLAHE,2.0,16x16,4.0294,0.1323
15.png,CLAHE,3.0,4x4,4.3823,0.1822
15.png,CLAHE,3.0,8x8,4.2888,0.169
15.png,CLAHE,3.0,16x16,4.2147,0.1586
15.png,CLAHE,4.0,4x4,4.6124,0.2096
15.png,CLAHE,4.0,8x8,4.4814,0.1928
15.png,CLAHE,4.0,16x16,4.3853,0.1801
150.png,GHE,,,16.0608,0.481
150.png,CLAHE,1.0,4x4,5.375,0.1543
150.png,CLAHE,1.0,8x8,5.3521,0.1525
150.png,CLAHE,1.0,16x16,5.2416,0.1422
150.png,CLAHE,2.0,4x4,5.8516,0.2092
150.png,CLAHE,2.0,8x8,5.7881,0.2042
150.png,CLAHE,2.0,16x16,5.5483,0.1852
150.png,CLAHE,3.0,4x4,6.3126,0.2607
150.png,CLAHE,3.0,8x8,6.1826,0.2502
150.png,CLAHE,3.0,16x16,5.8385,0.2264
150.png,CLAHE,4.0,4x4,6.7552,0.3011
150.png,CLAHE,4.0,8x8,6.5971,0.2895
150.png,CLAHE,4.0,16x16,6.1371,0.2623
151.png,GHE,,,14.9823,0.345
151.png,CLAHE,1.0,4x4,5.3222,0.2235
151.png,CLAHE,1.0,8x8,5.2074,0.207
151.png,CLAHE,1.0,16x16,5.1494,0.199
151.png,CLAHE,2.0,4x4,5.7397,0.2782
151.png,CLAHE,2.0,8x8,5.5127,0.2506
151.png,CLAHE,2.0,16x16,5.4136,0.2401
151.png,CLAHE,3.0,4x4,6.1014,0.3174
151.png,CLAHE,3.0,8x8,5.7708,0.2815
151.png,CLAHE,3.0,16x16,5.6545,0.2704
151.png,CLAHE,4.0,4x4,6.4235,0.3422
151.png,CLAHE,4.0,8x8,6.0191,0.3029
151.png,CLAHE,4.0,16x16,5.8817,0.2914
152.png,GHE,,,15.6954,0.4044
152.png,CLAHE,1.0,4x4,9.4906,0.3534
152.png,CLAHE,1.0,8x8,9.2989,0.3302
152.png,CLAHE,1.0,16x16,9.1994,0.3173
152.png,CLAHE,2.0,4x4,10.197,0.4395
152.png,CLAHE,2.0,8x8,9.8094,0.4015
152.png,CLAHE,2.0,16x16,9.6331,0.3873
152.png,CLAHE,3.0,4x4,10.835,0.4972
152.png,CLAHE,3.0,8x8,10.2493,0.449
152.png,CLAHE,3.0,16x16,10.0438,0.4352
152.png,CLAHE,4.0,4x4,11.4317,0.5306
152.png,CLAHE,4.0,8x8,10.6815,0.4796
152.png,CLAHE,4.0,16x16,10.4267,0.4648
154.png,GHE,,,12.7372,0.2405
154.png,CLAHE,1.0,4x4,9.8791,0.1851
154.png,CLAHE,1.0,8x8,9.8507,0.1826
154.png,CLAHE,1.0,16x16,9.7772,0.1744
154.png,CLAHE,2.0,4x4,10.3137,0.2609
154.png,CLAHE,2.0,8x8,10.2681,0.257
154.png,CLAHE,2.0,16x16,10.1742,0.2495
154.png,CLAHE,3.0,4x4,10.7277,0.3287
154.png,CLAHE,3.0,8x8,10.6409,0.322
154.png,CLAHE,3.0,16x16,10.5385,0.3154
154.png,CLAHE,4.0,4x4,11.1193,0.3714
154.png,CLAHE,4.0,8x8,11.0078,0.3647
154.png,CLAHE,4.0,16x16,10.8728,0.3557
157.png,GHE,,,16.7229,0.4961
157.png,CLAHE,1.0,4x4,7.526,0.3303
157.png,CLAHE,1.0,8x8,7.3889,0.3159
157.png,CLAHE,1.0,16x16,7.2176,0.2977
157.png,CLAHE,2.0,4x4,8.2278,0.4124
157.png,CLAHE,2.0,8x8,7.9875,0.3909
157.png,CLAHE,2.0,16x16,7.7069,0.3631
157.png,CLAHE,3.0,4x4,8.808,0.4657
157.png,CLAHE,3.0,8x8,8.4797,0.4402
157.png,CLAHE,3.0,16x16,8.1277,0.4093
157.png,CLAHE,4.0,4x4,9.3584,0.5029
157.png,CLAHE,4.0,8x8,8.9542,0.4731
157.png,CLAHE,4.0,16x16,8.5159,0.4392
159.png,GHE,,,15.2135,0.3298
159.png,CLAHE,1.0,4x4,7.6521,0.1326
159.png,CLAHE,1.0,8x8,7.6296,0.1306
159.png,CLAHE,1.0,16x16,7.5774,0.1243
159.png,CLAHE,2.0,4x4,8.0315,0.1842
159.png,CLAHE,2.0,8x8,7.996,0.1812
159.png,CLAHE,2.0,16x16,7.9252,0.1753
159.png,CLAHE,3.0,4x4,8.3955,0.2319
159.png,CLAHE,3.0,8x8,8.3344,0.2265
159.png,CLAHE,3.0,16x16,8.2419,0.2195
159.png,CLAHE,4.0,4x4,8.7654,0.2745
159.png,CLAHE,4.0,8x8,8.6864,0.2682
159.png,CLAHE,4.0,16x16,8.5665,0.2593
16.png,GHE,,,14.011,0.2285
16.png,CLAHE,1.0,4x4,4.7273,0.1281
16.png,CLAHE,1.0,8x8,4.6802,0.1203
16.png,CLAHE,1.0,16x16,4.6238,0.1111
16.png,CLAHE,2.0,4x4,5.0069,0.171
16.png,CLAHE,2.0,8x8,4.9411,0.1603
16.png,CLAHE,2.0,16x16,4.8727,0.1502
16.png,CLAHE,3.0,4x4,5.2623,0.2056
16.png,CLAHE,3.0,8x8,5.157,0.1908
16.png,CLAHE,3.0,16x16,5.0764,0.1792
16.png,CLAHE,4.0,4x4,5.5203,0.2361
16.png,CLAHE,4.0,8x8,5.3685,0.2167
16.png,CLAHE,4.0,16x16,5.2654,0.2027
160.png,GHE,,,12.6354,0.3096
160.png,CLAHE,1.0,4x4,9.8272,0.1707
160.png,CLAHE,1.0,8x8,9.7972,0.1684
160.png,CLAHE,1.0,16x16,9.7285,0.1605
160.png,CLAHE,2.0,4x4,10.3239,0.2389
160.png,CLAHE,2.0,8x8,10.2728,0.2356
160.png,CLAHE,2.0,16x16,10.1721,0.2292
160.png,CLAHE,3.0,4x4,10.8129,0.3032
160.png,CLAHE,3.0,8x8,10.7203,0.297
160.png,CLAHE,3.0,16x16,10.5875,0.2897
160.png,CLAHE,4.0,4x4,11.3155,0.3601
160.png,CLAHE,4.0,8x8,11.1959,0.3533
160.png,CLAHE,4.0,16x16,11.0203,0.3443
162.png,GHE,,,20.9662,0.4948
162.png,CLAHE,1.0,4x4,6.4148,0.1887
162.png,CLAHE,1.0,8x8,6.3586,0.1828
162.png,CLAHE,1.0,16x16,6.225,0.1674
162.png,CLAHE,2.0,4x4,6.9613,0.2562
162.png,CLAHE,2.0,8x8,6.8626,0.2468
162.png,CLAHE,2.0,16x16,6.6091,0.2249
162.png,CLAHE,3.0,4x4,7.496,0.3087
162.png,CLAHE,3.0,8x8,7.293,0.2936
162.png,CLAHE,3.0,16x16,6.968,0.27
162.png,CLAHE,4.0,4x4,8.0141,0.3497
162.png,CLAHE,4.0,8x8,7.7108,0.3289
162.png,CLAHE,4.0,16x16,7.3264,0.305
167.png,GHE,,,14.6107,0.5276
167.png,CLAHE,1.0,4x4,9.8805,0.4569
167.png,CLAHE,1.0,8x8,9.7098,0.4392
167.png,CLAHE,1.0,16x16,9.4558,0.4133
167.png,CLAHE,2.0,4x4,10.9847,0.5465
167.png,CLAHE,2.0,8x8,10.664,0.5206
167.png,CLAHE,2.0,16x16,10.2177,0.4856
167.png,CLAHE,3.0,4x4,11.9903,0.5901
167.png,CLAHE,3.0,8x8,11.4842,0.558
167.png,CLAHE,3.0,16x16,10.9304,0.5215
167.png,CLAHE,4.0,4x4,12.9466,0.6066
167.png,CLAHE,4.0,8x8,12.2917,0.5722
167.png,CLAHE,4.0,16x16,11.5637,0.5352
169.png,GHE,,,17.3632,0.5333
169.png,CLAHE,1.0,4x4,7.4354,0.28
169.png,CLAHE,1.0,8x8,7.3271,0.2696
169.png,CLAHE,1.0,16x16,7.2166,0.2568
169.png,CLAHE,2.0,4x4,8.048,0.3572
169.png,CLAHE,2.0,8x8,7.8448,0.3426
169.png,CLAHE,2.0,16x16,7.6363,0.3229
169.png,CLAHE,3.0,4x4,8.6283,0.4157
169.png,CLAHE,3.0,8x8,8.292,0.3937
169.png,CLAHE,3.0,16x16,8.0224,0.3721
169.png,CLAHE,4.0,4x4,9.2064,0.46
169.png,CLAHE,4.0,8x8,8.7484,0.4343
169.png,CLAHE,4.0,16x16,8.3788,0.4084
17.png,GHE,,,20.7941,0.6642
17.png,CLAHE,1.0,4x4,6.0391,0.2111
17.png,CLAHE,1.0,8x8,5.9768,0.2059
17.png,CLAHE,1.0,16x16,5.8388,0.1907
17.png,CLAHE,2.0,4x4,6.7205,0.2866
17.png,CLAHE,2.0,8x8,6.6034,0.2781
17.png,CLAHE,2.0,16x16,6.3769,0.2565
17.png,CLAHE,3.0,4x4,7.3596,0.348
17.png,CLAHE,3.0,8x8,7.1429,0.3334
17.png,CLAHE,3.0,16x16,6.8587,0.3096
17.png,CLAHE,4.0,4x4,7.9657,0.3994
17.png,CLAHE,4.0,8x8,7.68,0.3795
17.png,CLAHE,4.0,16x16,7.2877,0.3497
171.png,GHE,,,14.463,0.2845
171.png,CLAHE,1.0,4x4,7.8502,0.219
171.png,CLAHE,1.0,8x8,7.7654,0.207
171.png,CLAHE,1.0,16x16,7.6822,0.1942
171.png,CLAHE,2.0,4x4,8.2903,0.2807
171.png,CLAHE,2.0,8x8,8.1441,0.2641
171.png,CLAHE,2.0,16x16,8.0187,0.2467
171.png,CLAHE,3.0,4x4,8.7044,0.3309
171.png,CLAHE,3.0,8x8,8.4711,0.3076
171.png,CLAHE,3.0,16x16,8.3035,0.2867
171.png,CLAHE,4.0,4x4,9.1387,0.3732
171.png,CLAHE,4.0,8x8,8.8121,0.3455
171.png,CLAHE,4.0,16x16,8.5828,0.3205
172.png,GHE,,,10.8644,0.1101
172.png,CLAHE,1.0,4x4,8.8658,0.1222
172.png,CLAHE,1.0,8x8,8.8452,0.1195
172.png,CLAHE,1.0,16x16,8.7746,0.1104
172.png,CLAHE,2.0,4x4,9.2178,0.1741
172.png,CLAHE,2.0,8x8,9.1642,0.1675
172.png,CLAHE,2.0,16x16,9.1126,0.1617
172.png,CLAHE,3.0,4x4,9.5173,0.2203
172.png,CLAHE,3.0,8x8,9.4457,0.2105
172.png,CLAHE,3.0,16x16,9.3941,0.2033
172.png,CLAHE,4.0,4x4,9.7974,0.2557
172.png,CLAHE,4.0,8x8,9.6993,0.2436
172.png,CLAHE,4.0,16x16,9.6425,0.2353
173.png,GHE,,,14.6181,0.3796
173.png,CLAHE,1.0,4x4,7.0662,0.2805
173.png,CLAHE,1.0,8x8,6.9356,0.2641
173.png,CLAHE,1.0,16x16,6.833,0.2495
173.png,CLAHE,2.0,4x4,7.6504,0.3506
173.png,CLAHE,2.0,8x8,7.4058,0.3257
173.png,CLAHE,2.0,16x16,7.1903,0.2987
173.png,CLAHE,3.0,4x4,8.2235,0.3998
173.png,CLAHE,3.0,8x8,7.8235,0.3681
173.png,CLAHE,3.0,16x16,7.5349,0.3369
173.png,CLAHE,4.0,4x4,8.789,0.4316
173.png,CLAHE,4.0,8x8,8.2621,0.3986
173.png,CLAHE,4.0,16x16,7.8583,0.3633
174.png,GHE,,,15.4925,0.407
174.png,CLAHE,1.0,4x4,6.394,0.2261
174.png,CLAHE,1.0,8x8,6.3305,0.2182
174.png,CLAHE,1.0,16x16,6.2715,0.2075
174.png,CLAHE,2.0,4x4,6.8256,0.2951
174.png,CLAHE,2.0,8x8,6.7077,0.2819
174.png,CLAHE,2.0,16x16,6.6019,0.2671
174.png,CLAHE,3.0,4x4,7.2494,0.353
174.png,CLAHE,3.0,8x8,7.0451,0.331
174.png,CLAHE,3.0,16x16,6.8885,0.3116
174.png,CLAHE,4.0,4x4,7.6933,0.3994
174.png,CLAHE,4.0,8x8,7.4024,0.3718
174.png,CLAHE,4.0,16x16,7.1871,0.3477
175.png,GHE,,,13.0078,0.1205
175.png,CLAHE,1.0,4x4,6.4223,0.0896
175.png,CLAHE,1.0,8x8,6.412,0.0882
175.png,CLAHE,1.0,16x16,6.365,0.0823
175.png,CLAHE,2.0,4x4,6.6671,0.1253
175.png,CLAHE,2.0,8x8,6.6517,0.1236
175.png,CLAHE,2.0,16x16,6.6262,0.1208
175.png,CLAHE,3.0,4x4,6.8864,0.1584
175.png,CLAHE,3.0,8x8,6.8615,0.1557
175.png,CLAHE,3.0,16x16,6.842,0.1535
175.png,CLAHE,4.0,4x4,7.0833,0.1842
175.png,CLAHE,4.0,8x8,7.0494,0.1808
175.png,CLAHE,4.0,16x16,7.0268,0.178
176.png,GHE,,,12.2202,0.2087
176.png,CLAHE,1.0,4x4,8.963,0.1912
176.png,CLAHE,1.0,8x8,8.9159,0.1852
176.png,CLAHE,1.0,16x16,8.8451,0.1742
176.png,CLAHE,2.0,4x4,9.3459,0.2526
176.png,CLAHE,2.0,8x8,9.2953,0.2465
176.png,CLAHE,2.0,16x16,9.2225,0.2376
176.png,CLAHE,3.0,4x4,9.6966,0.3047
176.png,CLAHE,3.0,8x8,9.6084,0.2948
176.png,CLAHE,3.0,16x16,9.5382,0.2867
176.png,CLAHE,4.0,4x4,10.0338,0.3465
176.png,CLAHE,4.0,8x8,9.9151,0.3345
176.png,CLAHE,4.0,16x16,9.8062,0.3228
18.png,GHE,,,23.5076,0.6684
18.png,CLAHE,1.0,4x4,7.2249,0.2491
18.png,CLAHE,1.0,8x8,7.1526,0.243
18.png,CLAHE,1.0,16x16,6.9885,0.2245
18.png,CLAHE,2.0,4x4,8.0187,0.3397
18.png,CLAHE,2.0,8x8,7.88,0.3295
18.png,CLAHE,2.0,16x16,7.6201,0.3057
18.png,CLAHE,3.0,4x4,8.772,0.4107
18.png,CLAHE,3.0,8x8,8.5183,0.3938
18.png,CLAHE,3.0,16x16,8.1814,0.3678
18.png,CLAHE,4.0,4x4,9.5024,0.4685
18.png,CLAHE,4.0,8x8,9.1467,0.4456
18.png,CLAHE,4.0,16x16,8.6932,0.4134
180.png,GHE,,,12.7679,0.1499
180.png,CLAHE,1.0,4x4,6.4694,0.109
180.png,CLAHE,1.0,8x8,6.4372,0.1031
180.png,CLAHE,1.0,16x16,6.3883,0.0955
180.png,CLAHE,2.0,4x4,6.7373,0.15
180.png,CLAHE,2.0,8x8,6.6938,0.1423
180.png,CLAHE,2.0,16x16,6.6622,0.1373
180.png,CLAHE,3.0,4x4,6.9653,0.1826
180.png,CLAHE,3.0,8x8,6.9161,0.173
180.png,CLAHE,3.0,16x16,6.8945,0.1697
180.png,CLAHE,4.0,4x4,7.1789,0.2111
180.png,CLAHE,4.0,8x8,7.1254,0.2006
180.png,CLAHE,4.0,16x16,7.1033,0.197
183.png,GHE,,,11.4452,0.1153
183.png,CLAHE,1.0,4x4,7.5026,0.1067
183.png,CLAHE,1.0,8x8,7.4986,0.1064
183.png,CLAHE,1.0,16x16,7.4678,0.1034
183.png,CLAHE,2.0,4x4,7.7334,0.1426
183.png,CLAHE,2.0,8x8,7.7291,0.1424
183.png,CLAHE,2.0,16x16,7.714,0.1416
183.png,CLAHE,3.0,4x4,7.9669,0.1806
183.png,CLAHE,3.0,8x8,7.9538,0.18
183.png,CLAHE,3.0,16x16,7.9369,0.1792
183.png,CLAHE,4.0,4x4,8.1807,0.2049
183.png,CLAHE,4.0,8x8,8.1606,0.2041
183.png,CLAHE,4.0,16x16,8.1416,0.2032
184.png,GHE,,,14.7502,0.2716
184.png,CLAHE,1.0,4x4,7.9619,0.2034
184.png,CLAHE,1.0,8x8,7.9023,0.1969
184.png,CLAHE,1.0,16x16,7.8259,0.186
184.png,CLAHE,2.0,4x4,8.3932,0.2636
184.png,CLAHE,2.0,8x8,8.3127,0.2561
184.png,CLAHE,2.0,16x16,8.1963,0.2435
184.png,CLAHE,3.0,4x4,8.7803,0.3115
184.png,CLAHE,3.0,8x8,8.659,0.301
184.png,CLAHE,3.0,16x16,8.5272,0.2874
184.png,CLAHE,4.0,4x4,9.1605,0.3473
184.png,CLAHE,4.0,8x8,9.0147,0.3354
184.png,CLAHE,4.0,16x16,8.8257,0.3169
185.png,GHE,,,13.3046,0.2974
185.png,CLAHE,1.0,4x4,10.1318,0.2743
185.png,CLAHE,1.0,8x8,10.0415,0.2663
185.png,CLAHE,1.0,16x16,9.9372,0.2526
185.png,CLAHE,2.0,4x4,10.7021,0.3476
185.png,CLAHE,2.0,8x8,10.5798,0.3394
185.png,CLAHE,2.0,16x16,10.412,0.3249
185.png,CLAHE,3.0,4x4,11.2272,0.4072
185.png,CLAHE,3.0,8x8,11.0453,0.3954
185.png,CLAHE,3.0,16x16,10.8507,0.38
185.png,CLAHE,4.0,4x4,11.7713,0.4534
185.png,CLAHE,4.0,8x8,11.5348,0.4383
185.png,CLAHE,4.0,16x16,11.2527,0.4175
186.png,GHE,,,16.0015,0.4997
186.png,CLAHE,1.0,4x4,9.8204,0.3847
186.png,CLAHE,1.0,8x8,9.6793,0.373
186.png,CLAHE,1.0,16x16,9.5083,0.3533
186.png,CLAHE,2.0,4x4,10.6787,0.4795
186.png,CLAHE,2.0,8x8,10.398,0.4598
186.png,CLAHE,2.0,16x16,10.0692,0.4305
186.png,CLAHE,3.0,4x4,11.5139,0.5462
186.png,CLAHE,3.0,8x8,11.0505,0.516
186.png,CLAHE,3.0,16x16,10.6025,0.4808
186.png,CLAHE,4.0,4x4,12.3663,0.5862
186.png,CLAHE,4.0,8x8,11.7521,0.5525
186.png,CLAHE,4.0,16x16,11.1283,0.512
187.png,GHE,,,13.6008,0.476
187.png,CLAHE,1.0,4x4,11.7429,0.4613
187.png,CLAHE,1.0,8x8,11.5602,0.4479
187.png,CLAHE,1.0,16x16,11.3467,0.425
187.png,CLAHE,2.0,4x4,12.8375,0.567
187.png,CLAHE,2.0,8x8,12.4556,0.5442
187.png,CLAHE,2.0,16x16,12.0405,0.5126
187.png,CLAHE,3.0,4x4,13.9103,0.6329
187.png,CLAHE,3.0,8x8,13.2868,0.6014
187.png,CLAHE,3.0,16x16,12.7195,0.5647
187.png,CLAHE,4.0,4x4,15.0201,0.6672
187.png,CLAHE,4.0,8x8,14.1926,0.6327
187.png,CLAHE,4.0,16x16,13.3781,0.5921
188.png,GHE,,,15.1542,0.3044
188.png,CLAHE,1.0,4x4,8.1999,0.2326
188.png,CLAHE,1.0,8x8,8.145,0.2247
188.png,CLAHE,1.0,16x16,8.0755,0.2138
188.png,CLAHE,2.0,4x4,8.5667,0.2992
188.png,CLAHE,2.0,8x8,8.4809,0.2875
188.png,CLAHE,2.0,16x16,8.3963,0.2765
188.png,CLAHE,3.0,4x4,8.8948,0.3516
188.png,CLAHE,3.0,8x8,8.7711,0.336
188.png,CLAHE,3.0,16x16,8.6599,0.3229
188.png,CLAHE,4.0,4x4,9.2049,0.388
188.png,CLAHE,4.0,8x8,9.0561,0.3708
188.png,CLAHE,4.0,16x16,8.9021,0.3545
189.png,GHE,,,17.4799,0.5291
189.png,CLAHE,1.0,4x4,7.2372,0.3353
189.png,CLAHE,1.0,8x8,7.1343,0.3223
189.png,CLAHE,1.0,16x16,7.0534,0.3085
189.png,CLAHE,2.0,4x4,7.7262,0.3995
189.png,CLAHE,2.0,8x8,7.5678,0.3853
189.png,CLAHE,2.0,16x16,7.3926,0.3651
189.png,CLAHE,3.0,4x4,8.1605,0.4387
189.png,CLAHE,3.0,8x8,7.9349,0.4188
189.png,CLAHE,3.0,16x16,7.7021,0.3979
189.png,CLAHE,4.0,4x4,8.5857,0.4597
189.png,CLAHE,4.0,8x8,8.3186,0.4401
189.png,CLAHE,4.0,16x16,8.02,0.4156
191.png,GHE,,,16.5748,0.5301
191.png,CLAHE,1.0,4x4,7.6592,0.2483
191.png,CLAHE,1.0,8x8,7.574,0.239
191.png,CLAHE,1.0,16x16,7.4477,0.2231
191.png,CLAHE,2.0,4x4,8.3141,0.3354
191.png,CLAHE,2.0,8x8,8.1026,0.3156
191.png,CLAHE,2.0,16x16,7.8848,0.2925
191.png,CLAHE,3.0,4x4,8.9473,0.4067
191.png,CLAHE,3.0,8x8,8.5656,0.3736
191.png,CLAHE,3.0,16x16,8.2914,0.3492
191.png,CLAHE,4.0,4x4,9.5678,0.4641
191.png,CLAHE,4.0,8x8,9.0483,0.4238
191.png,CLAHE,4.0,16x16,8.6912,0.3963
193.png,GHE,,,19.582,0.6612
193.png,CLAHE,1.0,4x4,7.9668,0.4809
193.png,CLAHE,1.0,8x8,7.759,0.463
193.png,CLAHE,1.0,16x16,7.6896,0.4508
193.png,CLAHE,2.0,4x4,8.6875,0.566
193.png,CLAHE,2.0,8x8,8.2968,0.5361
193.png,CLAHE,2.0,16x16,8.1585,0.522
193.png,CLAHE,3.0,4x4,9.3186,0.6111
193.png,CLAHE,3.0,8x8,8.7227,0.5749
193.png,CLAHE,3.0,16x16,8.5621,0.5605
193.png,CLAHE,4.0,4x4,9.8808,0.6286
193.png,CLAHE,4.0,8x8,9.109,0.5929
193.png,CLAHE,4.0,16x16,8.9231,0.5748
194.png,GHE,,,14.9942,0.4068
194.png,CLAHE,1.0,4x4,4.2524,0.1618
194.png,CLAHE,1.0,8x8,4.1981,0.1552
194.png,CLAHE,1.0,16x16,4.1522,0.1483
194.png,CLAHE,2.0,4x4,4.5415,0.2009
194.png,CLAHE,2.0,8x8,4.4853,0.1943
194.png,CLAHE,2.0,16x16,4.4127,0.1866
194.png,CLAHE,3.0,4x4,4.7671,0.228
194.png,CLAHE,3.0,8x8,4.6823,0.2179
194.png,CLAHE,3.0,16x16,4.6417,0.2139
194.png,CLAHE,4.0,4x4,4.9812,0.2506
194.png,CLAHE,4.0,8x8,4.8696,0.2375
194.png,CLAHE,4.0,16x16,4.8425,0.2337
195.png,GHE,,,14.4503,0.2387
