image,method,clip_limit,tile_size,psnr,ssim
718.png,GHE,,,16.4712,0.6481
718.png,CLAHE,1.0,4x4,12.216,0.6094
718.png,CLAHE,1.0,8x8,11.933,0.5978
718.png,CLAHE,1.0,16x16,11.6523,0.5788
718.png,CLAHE,2.0,4x4,13.6419,0.7076
718.png,CLAHE,2.0,8x8,13.1833,0.6902
718.png,CLAHE,2.0,16x16,12.6721,0.6684
718.png,CLAHE,3.0,4x4,14.7429,0.7455
718.png,CLAHE,3.0,8x8,14.0296,0.7233
718.png,CLAHE,3.0,16x16,13.3704,0.7027
718.png,CLAHE,4.0,4x4,15.3745,0.744
718.png,CLAHE,4.0,8x8,14.5943,0.7252
718.png,CLAHE,4.0,16x16,13.8913,0.7038
719.png,GHE,,,16.4623,0.6499
719.png,CLAHE,1.0,4x4,12.2146,0.6112
719.png,CLAHE,1.0,8x8,11.9269,0.5992
719.png,CLAHE,1.0,16x16,11.6464,0.5792
719.png,CLAHE,2.0,4x4,13.642,0.7097
719.png,CLAHE,2.0,8x8,13.2066,0.6924
719.png,CLAHE,2.0,16x16,12.647,0.6698
719.png,CLAHE,3.0,4x4,14.7277,0.7485
719.png,CLAHE,3.0,8x8,14.0206,0.726
719.png,CLAHE,3.0,16x16,13.3616,0.7048
719.png,CLAHE,4.0,4x4,15.368,0.7469
719.png,CLAHE,4.0,8x8,14.5944,0.7283
719.png,CLAHE,4.0,16x16,13.8937,0.7065
720.png,GHE,,,11.7119,0.4992
720.png,CLAHE,1.0,4x4,12.1913,0.3231
720.png,CLAHE,1.0,8x8,12.1414,0.318
720.png,CLAHE,1.0,16x16,11.9889,0.2994
720.png,CLAHE,2.0,4x4,13.1761,0.4419
720.png,CLAHE,2.0,8x8,13.0716,0.4334
720.png,CLAHE,2.0,16x16,12.797,0.4091
720.png,CLAHE,3.0,4x4,14.2196,0.5406
720.png,CLAHE,3.0,8x8,13.9894,0.5257
720.png,CLAHE,3.0,16x16,13.6196,0.5019
720.png,CLAHE,4.0,4x4,15.3413,0.6183
720.png,CLAHE,4.0,8x8,15.0134,0.6023
720.png,CLAHE,4.0,16x16,14.4778,0.5769
721.png,GHE,,,11.7391,0.5037
721.png,CLAHE,1.0,4x4,12.159,0.318
721.png,CLAHE,1.0,8x8,12.1118,0.3124
721.png,CLAHE,1.0,16x16,11.9602,0.2941
721.png,CLAHE,2.0,4x4,13.1528,0.4379
721.png,CLAHE,2.0,8x8,13.0397,0.4283
721.png,CLAHE,2.0,16x16,12.7629,0.4035
721.png,CLAHE,3.0,4x4,14.2005,0.5381
721.png,CLAHE,3.0,8x8,13.9557,0.5213
721.png,CLAHE,3.0,16x16,13.5822,0.4971
721.png,CLAHE,4.0,4x4,15.3108,0.6145
721.png,CLAHE,4.0,8x8,14.9797,0.5981
721.png,CLAHE,4.0,16x16,14.4371,0.5723
722.png,GHE,,,11.3759,0.5295
722.png,CLAHE,1.0,4x4,14.7385,0.55
722.png,CLAHE,1.0,8x8,14.6252,0.5434
722.png,CLAHE,1.0,16x16,14.2735,0.515
722.png,CLAHE,2.0,4x4,17.0148,0.7223
722.png,CLAHE,2.0,8x8,16.7671,0.7151
722.png,CLAHE,2.0,16x16,16.0441,0.6829
722.png,CLAHE,3.0,4x4,19.6768,0.8152
722.png,CLAHE,3.0,8x8,19.0148,0.8024
722.png,CLAHE,3.0,16x16,18.1627,0.7878
722.png,CLAHE,4.0,4x4,22.6189,0.8424
722.png,CLAHE,4.0,8x8,21.4546,0.8309
722.png,CLAHE,4.0,16x16,20.1569,0.8185
723.png,GHE,,,11.3401,0.5281
723.png,CLAHE,1.0,4x4,14.7862,0.555
723.png,CLAHE,1.0,8x8,14.6699,0.5482
723.png,CLAHE,1.0,16x16,14.3158,0.5199
723.png,CLAHE,2.0,4x4,17.0838,0.7268
723.png,CLAHE,2.0,8x8,16.8225,0.7186
723.png,CLAHE,2.0,16x16,16.0959,0.6872
723.png,CLAHE,3.0,4x4,19.7554,0.8177
723.png,CLAHE,3.0,8x8,19.1131,0.8053
723.png,CLAHE,3.0,16x16,18.2261,0.7904
723.png,CLAHE,4.0,4x4,22.7032,0.8435
723.png,CLAHE,4.0,8x8,21.563,0.8323
723.png,CLAHE,4.0,16x16,20.2286,0.82
724.png,GHE,,,10.6258,0.4207
724.png,CLAHE,1.0,4x4,14.128,0.4175
724.png,CLAHE,1.0,8x8,14.0924,0.4145
724.png,CLAHE,1.0,16x16,13.9299,0.4002
724.png,CLAHE,2.0,4x4,15.5451,0.5528
724.png,CLAHE,2.0,8x8,15.4957,0.5517
724.png,CLAHE,2.0,16x16,15.1409,0.5319
724.png,CLAHE,3.0,4x4,17.0265,0.646
724.png,CLAHE,3.0,8x8,16.8679,0.6408
724.png,CLAHE,3.0,16x16,16.5024,0.6291
724.png,CLAHE,4.0,4x4,18.6081,0.703
724.png,CLAHE,4.0,8x8,18.3746,0.6991
724.png,CLAHE,4.0,16x16,17.8414,0.6888
725.png,GHE,,,10.6573,0.4359
725.png,CLAHE,1.0,4x4,14.242,0.44
725.png,CLAHE,1.0,8x8,14.2071,0.437
725.png,CLAHE,1.0,16x16,14.0287,0.4213
725.png,CLAHE,2.0,4x4,15.7104,0.5803
725.png,CLAHE,2.0,8x8,15.6572,0.5788
725.png,CLAHE,2.0,16x16,15.2842,0.5581
725.png,CLAHE,3.0,4x4,17.2579,0.6746
725.png,CLAHE,3.0,8x8,17.1105,0.6705
725.png,CLAHE,3.0,16x16,16.7118,0.6578
725.png,CLAHE,4.0,4x4,18.9139,0.7304
725.png,CLAHE,4.0,8x8,18.6913,0.7275
725.png,CLAHE,4.0,16x16,18.1209,0.7175
726.png,GHE,,,11.4574,0.4852
726.png,CLAHE,1.0,4x4,14.3338,0.5773
726.png,CLAHE,1.0,8x8,14.2753,0.5718
726.png,CLAHE,1.0,16x16,13.9519,0.5333
726.png,CLAHE,2.0,4x4,16.6504,0.7698
726.png,CLAHE,2.0,8x8,16.5499,0.7663
726.png,CLAHE,2.0,16x16,16.1362,0.7429
726.png,CLAHE,3.0,4x4,19.3369,0.8514
726.png,CLAHE,3.0,8x8,19.0663,0.8475
726.png,CLAHE,3.0,16x16,18.8626,0.8447
726.png,CLAHE,4.0,4x4,21.8679,0.8515
726.png,CLAHE,4.0,8x8,21.5394,0.85
726.png,CLAHE,4.0,16x16,21.2375,0.8502
727.png,GHE,,,11.4824,0.4841
727.png,CLAHE,1.0,4x4,14.2652,0.5725
727.png,CLAHE,1.0,8x8,14.2064,0.5673
727.png,CLAHE,1.0,16x16,13.878,0.528
727.png,CLAHE,2.0,4x4,16.5691,0.7649
727.png,CLAHE,2.0,8x8,16.478,0.7618
727.png,CLAHE,2.0,16x16,16.0706,0.7386
727.png,CLAHE,3.0,4x4,19.2782,0.8475
727.png,CLAHE,3.0,8x8,19.0033,0.8435
727.png,CLAHE,3.0,16x16,18.7918,0.8406
727.png,CLAHE,4.0,4x4,21.8492,0.8477
727.png,CLAHE,4.0,8x8,21.5094,0.846
727.png,CLAHE,4.0,16x16,21.1811,0.846
728.png,GHE,,,11.3225,0.4423
728.png,CLAHE,1.0,4x4,14.1958,0.5291
728.png,CLAHE,1.0,8x8,14.1335,0.5239
728.png,CLAHE,1.0,16x16,13.8221,0.4888
728.png,CLAHE,2.0,4x4,16.4035,0.7035
728.png,CLAHE,2.0,8x8,16.3161,0.7009
728.png,CLAHE,2.0,16x16,15.9377,0.6805
728.png,CLAHE,3.0,4x4,18.9169,0.7781
728.png,CLAHE,3.0,8x8,18.6586,0.7745
728.png,CLAHE,3.0,16x16,18.4817,0.7722
728.png,CLAHE,4.0,4x4,21.1214,0.7776
728.png,CLAHE,4.0,8x8,20.8341,0.7762
728.png,CLAHE,4.0,16x16,20.5617,0.7762
729.png,GHE,,,14.1342,0.5388
729.png,CLAHE,1.0,4x4,14.0062,0.6995
729.png,CLAHE,1.0,8x8,13.563,0.6816
729.png,CLAHE,1.0,16x16,13.2715,0.6675
729.png,CLAHE,2.0,4x4,16.0025,0.7604
729.png,CLAHE,2.0,8x8,15.0566,0.7356
729.png,CLAHE,2.0,16x16,14.3947,0.7118
729.png,CLAHE,3.0,4x4,17.8337,0.7615
729.png,CLAHE,3.0,8x8,16.2568,0.735
729.png,CLAHE,3.0,16x16,15.3429,0.7084
729.png,CLAHE,4.0,4x4,19.2991,0.735
729.png,CLAHE,4.0,8x8,17.4685,0.7077
729.png,CLAHE,4.0,16x16,15.9819,0.6762
73.png,GHE,,,18.0232,0.4094
73.png,CLAHE,1.0,4x4,7.3569,0.1839
73.png,CLAHE,1.0,8x8,7.2292,0.1704
73.png,CLAHE,1.0,16x16,7.1617,0.1618
73.png,CLAHE,2.0,4x4,7.8223,0.2484
73.png,CLAHE,2.0,8x8,7.5856,0.2265
73.png,CLAHE,2.0,16x16,7.4804,0.2154
73.png,CLAHE,3.0,4x4,8.2579,0.3031
73.png,CLAHE,3.0,8x8,7.8924,0.2728
73.png,CLAHE,3.0,16x16,7.7454,0.2586
73.png,CLAHE,4.0,4x4,8.6766,0.3438
73.png,CLAHE,4.0,8x8,8.2023,0.3111
73.png,CLAHE,4.0,16x16,7.9906,0.2934
730.png,GHE,,,14.1296,0.5438
730.png,CLAHE,1.0,4x4,13.969,0.6974
730.png,CLAHE,1.0,8x8,13.5426,0.6799
730.png,CLAHE,1.0,16x16,13.2582,0.6668
730.png,CLAHE,2.0,4x4,15.9556,0.7603
730.png,CLAHE,2.0,8x8,15.024,0.7351
730.png,CLAHE,2.0,16x16,14.3574,0.7106
730.png,CLAHE,3.0,4x4,17.7885,0.7618
730.png,CLAHE,3.0,8x8,16.2265,0.7362
730.png,CLAHE,3.0,16x16,15.3166,0.7085
730.png,CLAHE,4.0,4x4,19.2861,0.7361
730.png,CLAHE,4.0,8x8,17.4252,0.7089
730.png,CLAHE,4.0,16x16,15.9735,0.6769
731.png,GHE,,,14.6912,0.6586
731.png,CLAHE,1.0,4x4,12.354,0.5772
731.png,CLAHE,1.0,8x8,11.8624,0.5485
731.png,CLAHE,1.0,16x16,11.6001,0.5294
731.png,CLAHE,2.0,4x4,14.1149,0.6856
731.png,CLAHE,2.0,8x8,13.0716,0.6486
731.png,CLAHE,2.0,16x16,12.3926,0.6131
731.png,CLAHE,3.0,4x4,15.7634,0.7312
731.png,CLAHE,3.0,8x8,14.1679,0.6952
731.png,CLAHE,3.0,16x16,13.2037,0.6602
731.png,CLAHE,4.0,4x4,17.3471,0.7384
731.png,CLAHE,4.0,8x8,15.2661,0.7085
731.png,CLAHE,4.0,16x16,14.0121,0.6746
732.png,GHE,,,14.7118,0.6586
732.png,CLAHE,1.0,4x4,12.3152,0.5716
732.png,CLAHE,1.0,8x8,11.8253,0.5435
732.png,CLAHE,1.0,16x16,11.5613,0.5236
732.png,CLAHE,2.0,4x4,14.0587,0.68
732.png,CLAHE,2.0,8x8,13.0317,0.6436
732.png,CLAHE,2.0,16x16,12.3666,0.6082
732.png,CLAHE,3.0,4x4,15.7018,0.7264
732.png,CLAHE,3.0,8x8,14.1151,0.6903
732.png,CLAHE,3.0,16x16,13.1725,0.656
732.png,CLAHE,4.0,4x4,17.2692,0.7346
732.png,CLAHE,4.0,8x8,15.2052,0.7038
732.png,CLAHE,4.0,16x16,13.9714,0.6704
733.png,GHE,,,14.1419,0.5691
733.png,CLAHE,1.0,4x4,12.4084,0.5872
733.png,CLAHE,1.0,8x8,12.1654,0.5701
733.png,CLAHE,1.0,16x16,11.6706,0.5349
733.png,CLAHE,2.0,4x4,14.5211,0.6926
733.png,CLAHE,2.0,8x8,13.8565,0.6666
733.png,CLAHE,2.0,16x16,12.8637,0.6237
733.png,CLAHE,3.0,4x4,16.6445,0.7246
733.png,CLAHE,3.0,8x8,15.3331,0.6965
733.png,CLAHE,3.0,16x16,13.9902,0.6574
733.png,CLAHE,4.0,4x4,18.5075,0.718
733.png,CLAHE,4.0,8x8,16.7293,0.6927
733.png,CLAHE,4.0,16x16,14.9813,0.6567
734.png,GHE,,,14.1305,0.5685
734.png,CLAHE,1.0,4x4,12.4515,0.5906
734.png,CLAHE,1.0,8x8,12.2107,0.574
734.png,CLAHE,1.0,16x16,11.7178,0.5393
734.png,CLAHE,2.0,4x4,14.5798,0.6949
734.png,CLAHE,2.0,8x8,13.926,0.6701
734.png,CLAHE,2.0,16x16,12.921,0.6274
734.png,CLAHE,3.0,4x4,16.7463,0.7268
734.png,CLAHE,3.0,8x8,15.4093,0.6983
734.png,CLAHE,3.0,16x16,14.0553,0.6602
734.png,CLAHE,4.0,4x4,18.5991,0.718
734.png,CLAHE,4.0,8x8,16.8192,0.693
734.png,CLAHE,4.0,16x16,15.0488,0.6576
735.png,GHE,,,15.9394,0.6222
735.png,CLAHE,1.0,4x4,11.2528,0.4182
735.png,CLAHE,1.0,8x8,11.1082,0.4126
735.png,CLAHE,1.0,16x16,10.8277,0.3927
735.png,CLAHE,2.0,4x4,12.6827,0.5267
735.png,CLAHE,2.0,8x8,12.3034,0.5177
735.png,CLAHE,2.0,16x16,11.9259,0.4994
735.png,CLAHE,3.0,4x4,13.9606,0.5946
735.png,CLAHE,3.0,8x8,13.2548,0.5814
735.png,CLAHE,3.0,16x16,12.8803,0.5678
735.png,CLAHE,4.0,4x4,15.1743,0.6385
735.png,CLAHE,4.0,8x8,14.1885,0.6258
735.png,CLAHE,4.0,16x16,13.6993,0.6109
736.png,GHE,,,16.1954,0.6431
736.png,CLAHE,1.0,4x4,11.2774,0.4286
736.png,CLAHE,1.0,8x8,11.1374,0.4228
736.png,CLAHE,1.0,16x16,10.8528,0.4024
736.png,CLAHE,2.0,4x4,12.7146,0.5417
736.png,CLAHE,2.0,8x8,12.338,0.5329
736.png,CLAHE,2.0,16x16,11.9721,0.5155
736.png,CLAHE,3.0,4x4,14.0167,0.6142
736.png,CLAHE,3.0,8x8,13.2929,0.6005
736.png,CLAHE,3.0,16x16,12.9312,0.5875
736.png,CLAHE,4.0,4x4,15.2731,0.6616
736.png,CLAHE,4.0,8x8,14.2548,0.6476
736.png,CLAHE,4.0,16x16,13.765,0.6331
737.png,GHE,,,13.2235,0.4462
737.png,CLAHE,1.0,4x4,11.2582,0.4675
737.png,CLAHE,1.0,8x8,11.1005,0.454
737.png,CLAHE,1.0,16x16,10.9437,0.4374
737.png,CLAHE,2.0,4x4,12.5252,0.5757
737.png,CLAHE,2.0,8x8,12.1349,0.5514
737.png,CLAHE,2.0,16x16,11.8225,0.5297
737.png,CLAHE,3.0,4x4,13.8485,0.6364
737.png,CLAHE,3.0,8x8,13.0729,0.6022
737.png,CLAHE,3.0,16x16,12.6616,0.5822
737.png,CLAHE,4.0,4x4,15.176,0.6581
737.png,CLAHE,4.0,8x8,14.039,0.6243
737.png,CLAHE,4.0,16x16,13.4969,0.6053
738.png,GHE,,,13.2969,0.4556
738.png,CLAHE,1.0,4x4,11.1803,0.4611
738.png,CLAHE,1.0,8x8,11.0291,0.4481
738.png,CLAHE,1.0,16x16,10.8716,0.4313
738.png,CLAHE,2.0,4x4,12.4439,0.5741
738.png,CLAHE,2.0,8x8,12.062,0.5493
738.png,CLAHE,2.0,16x16,11.7391,0.5259
738.png,CLAHE,3.0,4x4,13.7359,0.6372
738.png,CLAHE,3.0,8x8,12.9873,0.6029
738.png,CLAHE,3.0,16x16,12.581,0.5823
738.png,CLAHE,4.0,4x4,15.0725,0.6623
738.png,CLAHE,4.0,8x8,13.9364,0.6265
738.png,CLAHE,4.0,16x16,13.4101,0.6073
739.png,GHE,,,13.6378,0.3153
739.png,CLAHE,1.0,4x4,9.0047,0.2258
739.png,CLAHE,1.0,8x8,8.9181,0.2166
739.png,CLAHE,1.0,16x16,8.8421,0.203
739.png,CLAHE,2.0,4x4,9.4825,0.3004
739.png,CLAHE,2.0,8x8,9.3126,0.285
739.png,CLAHE,2.0,16x16,9.2198,0.2746
739.png,CLAHE,3.0,4x4,9.932,0.3537
739.png,CLAHE,3.0,8x8,9.6562,0.3325
739.png,CLAHE,3.0,16x16,9.5281,0.3192
739.png,CLAHE,4.0,4x4,10.3928,0.3926
739.png,CLAHE,4.0,8x8,10.0022,0.3676
739.png,CLAHE,4.0,16x16,9.8097,0.3514
74.png,GHE,,,18.5014,0.4064
74.png,CLAHE,1.0,4x4,7.154,0.1926
74.png,CLAHE,1.0,8x8,7.027,0.1797
74.png,CLAHE,1.0,16x16,6.9605,0.1711
74.png,CLAHE,2.0,4x4,7.613,0.2539
74.png,CLAHE,2.0,8x8,7.3672,0.2318
74.png,CLAHE,2.0,16x16,7.263,0.2213
74.png,CLAHE,3.0,4x4,8.0429,0.3061
74.png,CLAHE,3.0,8x8,7.6626,0.2759
74.png,CLAHE,3.0,16x16,7.5174,0.2623
74.png,CLAHE,4.0,4x4,8.4653,0.3478
74.png,CLAHE,4.0,8x8,7.9707,0.3143
74.png,CLAHE,4.0,16x16,7.7547,0.2967
740.png,GHE,,,13.622,0.3112
740.png,CLAHE,1.0,4x4,8.996,0.2239
740.png,CLAHE,1.0,8x8,8.911,0.2145
740.png,CLAHE,1.0,16x16,8.8349,0.2011
740.png,CLAHE,2.0,4x4,9.4723,0.2985
740.png,CLAHE,2.0,8x8,9.2974,0.2816
740.png,CLAHE,2.0,16x16,9.2139,0.2723
740.png,CLAHE,3.0,4x4,9.9226,0.3518
740.png,CLAHE,3.0,8x8,9.6401,0.3288
740.png,CLAHE,3.0,16x16,9.5231,0.317
740.png,CLAHE,4.0,4x4,10.3747,0.3902
740.png,CLAHE,4.0,8x8,9.9778,0.3633
740.png,CLAHE,4.0,16x16,9.8025,0.3488
741.png,GHE,,,12.0914,0.31
741.png,CLAHE,1.0,4x4,11.0171,0.4083
741.png,CLAHE,1.0,8x8,10.8767,0.3933
741.png,CLAHE,1.0,16x16,10.7505,0.3795
741.png,CLAHE,2.0,4x4,11.8892,0.4928
741.png,CLAHE,2.0,8x8,11.5643,0.4661
741.png,CLAHE,2.0,16x16,11.2987,0.4427
741.png,CLAHE,3.0,4x4,12.7502,0.5453
741.png,CLAHE,3.0,8x8,12.1855,0.5103
741.png,CLAHE,3.0,16x16,11.7961,0.4821
741.png,CLAHE,4.0,4x4,13.6185,0.5718
741.png,CLAHE,4.0,8x8,12.8362,0.5358
741.png,CLAHE,4.0,16x16,12.3108,0.5056
743.png,GHE,,,11.9471,0.3386
743.png,CLAHE,1.0,4x4,11.7535,0.4841
743.png,CLAHE,1.0,8x8,11.5706,0.4644
743.png,CLAHE,1.0,16x16,11.4515,0.4492
743.png,CLAHE,2.0,4x4,12.8966,0.5894
743.png,CLAHE,2.0,8x8,12.5369,0.5636
743.png,CLAHE,2.0,16x16,12.2344,0.54
743.png,CLAHE,3.0,4x4,13.9995,0.6384
743.png,CLAHE,3.0,8x8,13.3944,0.6094
743.png,CLAHE,3.0,16x16,13.0094,0.5892
743.png,CLAHE,4.0,4x4,15.0592,0.6461
743.png,CLAHE,4.0,8x8,14.2612,0.6222
743.png,CLAHE,4.0,16x16,13.767,0.6042
744.png,GHE,,,11.5788,0.2984
744.png,CLAHE,1.0,4x4,10.6692,0.3468
744.png,CLAHE,1.0,8x8,10.5636,0.3322
744.png,CLAHE,1.0,16x16,10.4648,0.3177
744.png,CLAHE,2.0,4x4,11.3879,0.4402
744.png,CLAHE,2.0,8x8,11.184,0.4193
744.png,CLAHE,2.0,16x16,11.0389,0.4022
744.png,CLAHE,3.0,4x4,12.07,0.506
744.png,CLAHE,3.0,8x8,11.7508,0.4793
744.png,CLAHE,3.0,16x16,11.5339,0.4594
744.png,CLAHE,4.0,4x4,12.7602,0.5489
744.png,CLAHE,4.0,8x8,12.3396,0.5225
744.png,CLAHE,4.0,16x16,12.0344,0.5
745.png,GHE,,,15.6588,0.5481
745.png,CLAHE,1.0,4x4,10.7731,0.4145
745.png,CLAHE,1.0,8x8,10.5765,0.4005
745.png,CLAHE,1.0,16x16,10.4719,0.3869
745.png,CLAHE,2.0,4x4,11.7966,0.5155
745.png,CLAHE,2.0,8x8,11.3627,0.4923
745.png,CLAHE,2.0,16x16,10.9534,0.4668
745.png,CLAHE,3.0,4x4,12.7474,0.5767
745.png,CLAHE,3.0,8x8,12.0537,0.5451
745.png,CLAHE,3.0,16x16,11.5371,0.5228
745.png,CLAHE,4.0,4x4,13.6621,0.6115
745.png,CLAHE,4.0,8x8,12.7566,0.5788
745.png,CLAHE,4.0,16x16,12.093,0.5545
746.png,GHE,,,15.5823,0.5352
746.png,CLAHE,1.0,4x4,10.7335,0.4094
746.png,CLAHE,1.0,8x8,10.5368,0.395
746.png,CLAHE,1.0,16x16,10.4383,0.3825
746.png,CLAHE,2.0,4x4,11.7404,0.5078
746.png,CLAHE,2.0,8x8,11.3096,0.4844
746.png,CLAHE,2.0,16x16,10.9116,0.4597
746.png,CLAHE,3.0,4x4,12.6956,0.5672
746.png,CLAHE,3.0,8x8,11.9967,0.5357
746.png,CLAHE,3.0,16x16,11.4836,0.5128
746.png,CLAHE,4.0,4x4,13.5999,0.5989
746.png,CLAHE,4.0,8x8,12.6877,0.5665
746.png,CLAHE,4.0,16x16,12.0285,0.5419
747.png,GHE,,,12.0857,0.3867
747.png,CLAHE,1.0,4x4,11.0819,0.3362
747.png,CLAHE,1.0,8x8,11.0051,0.3271
747.png,CLAHE,1.0,16x16,10.8906,0.3112
747.png,CLAHE,2.0,4x4,11.9418,0.4429
747.png,CLAHE,2.0,8x8,11.7889,0.4291
747.png,CLAHE,2.0,16x16,11.5588,0.4047
747.png,CLAHE,3.0,4x4,12.8393,0.5275
747.png,CLAHE,3.0,8x8,12.5274,0.504
747.png,CLAHE,3.0,16x16,12.2483,0.4796
747.png,CLAHE,4.0,4x4,13.7966,0.589
747.png,CLAHE,4.0,8x8,13.3341,0.5622
747.png,CLAHE,4.0,16x16,12.9155,0.5332
75.png,GHE,,,16.7013,0.5566
75.png,CLAHE,1.0,4x4,5.8513,0.2343
75.png,CLAHE,1.0,8x8,5.794,0.2285
75.png,CLAHE,1.0,16x16,5.7143,0.2183
75.png,CLAHE,2.0,4x4,6.3342,0.285
75.png,CLAHE,2.0,8x8,6.2178,0.2728
75.png,CLAHE,2.0,16x16,6.0643,0.257
75.png,CLAHE,3.0,4x4,6.7941,0.3304
75.png,CLAHE,3.0,8x8,6.5704,0.3085
75.png,CLAHE,3.0,16x16,6.3945,0.2902
75.png,CLAHE,4.0,4x4,7.2407,0.371
75.png,CLAHE,4.0,8x8,6.9338,0.3411
75.png,CLAHE,4.0,16x16,6.7097,0.3195
750.png,GHE,,,12.4021,0.2921
750.png,CLAHE,1.0,4x4,9.9894,0.2749
750.png,CLAHE,1.0,8x8,9.9294,0.2658
750.png,CLAHE,1.0,16x16,9.8497,0.2552
750.png,CLAHE,2.0,4x4,10.6412,0.3564
750.png,CLAHE,2.0,8x8,10.5233,0.3414
750.png,CLAHE,2.0,16x16,10.391,0.328
750.png,CLAHE,3.0,4x4,11.2793,0.4195
750.png,CLAHE,3.0,8x8,11.0447,0.3953
750.png,CLAHE,3.0,16x16,10.8846,0.3802
750.png,CLAHE,4.0,4x4,11.9026,0.4631
750.png,CLAHE,4.0,8x8,11.584,0.4372
750.png,CLAHE,4.0,16x16,11.3503,0.4168
751.png,GHE,,,11.6159,0.297
751.png,CLAHE,1.0,4x4,11.2427,0.2873
751.png,CLAHE,1.0,8x8,11.1743,0.277
751.png,CLAHE,1.0,16x16,11.0672,0.2627
751.png,CLAHE,2.0,4x4,11.9507,0.3781
751.png,CLAHE,2.0,8x8,11.8268,0.3646
751.png,CLAHE,2.0,16x16,11.6474,0.3482
751.png,CLAHE,3.0,4x4,12.6563,0.4491
751.png,CLAHE,3.0,8x8,12.402,0.4274
751.png,CLAHE,3.0,16x16,12.1806,0.4105
751.png,CLAHE,4.0,4x4,13.3775,0.4989
751.png,CLAHE,4.0,8x8,13.0132,0.4751
751.png,CLAHE,4.0,16x16,12.7023,0.4546
752.png,GHE,,,11.5733,0.302
752.png,CLAHE,1.0,4x4,11.3429,0.3054
752.png,CLAHE,1.0,8x8,11.2758,0.2955
752.png,CLAHE,1.0,16x16,11.1611,0.2809
752.png,CLAHE,2.0,4x4,12.0574,0.3937
752.png,CLAHE,2.0,8x8,11.9301,0.3811
752.png,CLAHE,2.0,16x16,11.748,0.3649
752.png,CLAHE,3.0,4x4,12.7771,0.4627
752.png,CLAHE,3.0,8x8,12.5112,0.441
752.png,CLAHE,3.0,16x16,12.2824,0.4236
752.png,CLAHE,4.0,4x4,13.5416,0.5153
752.png,CLAHE,4.0,8x8,13.1218,0.4871
752.png,CLAHE,4.0,16x16,12.8017,0.4663
757.png,GHE,,,11.7273,0.2509
757.png,CLAHE,1.0,4x4,9.3371,0.2137
757.png,CLAHE,1.0,8x8,9.3157,0.2115
757.png,CLAHE,1.0,16x16,9.2465,0.2002
757.png,CLAHE,2.0,4x4,9.7917,0.2798
757.png,CLAHE,2.0,8x8,9.7764,0.2796
757.png,CLAHE,2.0,16x16,9.6782,0.2677
757.png,CLAHE,3.0,4x4,10.2171,0.3336
757.png,CLAHE,3.0,8x8,10.1636,0.3293
757.png,CLAHE,3.0,16x16,10.0535,0.3187
757.png,CLAHE,4.0,4x4,10.6415,0.3777
757.png,CLAHE,4.0,8x8,10.564,0.3722
757.png,CLAHE,4.0,16x16,10.3948,0.3569
758.png,GHE,,,11.6078,0.2399
758.png,CLAHE,1.0,4x4,9.489,0.2344
758.png,CLAHE,1.0,8x8,9.4547,0.2298
758.png,CLAHE,1.0,16x16,9.3886,0.219
758.png,CLAHE,2.0,4x4,9.9487,0.3003
758.png,CLAHE,2.0,8x8,9.9231,0.298
758.png,CLAHE,2.0,16x16,9.8219,0.2856
758.png,CLAHE,3.0,4x4,10.3801,0.3523
758.png,CLAHE,3.0,8x8,10.3208,0.3468
758.png,CLAHE,3.0,16x16,10.2084,0.3361
758.png,CLAHE,4.0,4x4,10.8128,0.3943
758.png,CLAHE,4.0,8x8,10.7392,0.3892
758.png,CLAHE,4.0,16x16,10.5638,0.3739
759.png,GHE,,,12.158,0.5232
759.png,CLAHE,1.0,4x4,13.2583,0.4623
759.png,CLAHE,1.0,8x8,12.8642,0.4408
759.png,CLAHE,1.0,16x16,12.5713,0.4161
759.png,CLAHE,2.0,4x4,14.8493,0.5674
759.png,CLAHE,2.0,8x8,13.9388,0.5348
759.png,CLAHE,2.0,16x16,13.2895,0.5001
759.png,CLAHE,3.0,4x4,16.4001,0.6296
759.png,CLAHE,3.0,8x8,14.9484,0.5922
759.png,CLAHE,3.0,16x16,13.9711,0.5542
759.png,CLAHE,4.0,4x4,17.9539,0.6641
759.png,CLAHE,4.0,8x8,16.044,0.6285
759.png,CLAHE,4.0,16x16,14.664,0.5882
76.png,GHE,,,18.7532,0.553
76.png,CLAHE,1.0,4x4,8.2153,0.2992
76.png,CLAHE,1.0,8x8,8.1419,0.2938
76.png,CLAHE,1.0,16x16,8.056,0.2793
76.png,CLAHE,2.0,4x4,8.8234,0.3711
76.png,CLAHE,2.0,8x8,8.6834,0.3599
76.png,CLAHE,2.0,16x16,8.4852,0.3401
76.png,CLAHE,3.0,4x4,9.3902,0.43
76.png,CLAHE,3.0,8x8,9.1181,0.4088
76.png,CLAHE,3.0,16x16,8.913,0.3881
76.png,CLAHE,4.0,4x4,9.9436,0.4793
76.png,CLAHE,4.0,8x8,9.5729,0.45
76.png,CLAHE,4.0,16x16,9.3079,0.4268
760.png,GHE,,,12.2566,0.5579
760.png,CLAHE,1.0,4x4,13.2467,0.4727
760.png,CLAHE,1.0,8x8,12.8541,0.4505
760.png,CLAHE,1.0,16x16,12.5684,0.4254
760.png,CLAHE,2.0,4x4,14.8268,0.5849
760.png,CLAHE,2.0,8x8,13.9437,0.5536
760.png,CLAHE,2.0,16x16,13.288,0.5174
